Status,Language,,Dictionaries,Sentence Translation,R-T-L,Parse as:,Character Substitutions,Split Sentences at,Split sentence exceptions,Word Characters,Sample Text (source),Extra Dictionaries,Alternate Names,Font,Scripts,ISO Code
Existing,Tibetan,,"Wiktionary [TRM] [ENG] [E]
Christian Steinert [TRM] [ENG] [E]
Tywiki.tsandra [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]
English Tibetan Dictionary [TRM] [ENG] [E]
Tibterminology [TRM] [ENG] [E]
Mandala [TRM] [ENG] [TIB] [E]
Nitharta [TRM] [TIB] [E]
Monlamdictionary [TRM] [TIB] [E]
Panlex [TRM] [ENG] [P]
Nitartha Dictionary (Romanized)[TRM] [TIB] [E]
Freelang [TRM] [ENG] [E]
Tibetan-Tibetan Dictionary [TRM] [TIB] [E]
Verbix [FRM] [E]","Glosbe [P]
THL [E]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|ངས.|བློ་ཡུལ་དུ་མེད་པའི་བྱུར་པོ་ཆེ་ཞིག་བྱུང་འདུག.|མི་རྐྱང་ངས.|མེ་ཏོག་གི་དྲི་བསུང་རྒྱང་རིང་དུ་ཁ་བ།.|མེ་ཏོག་ལྟ་བུའི་ཕྲུ་གུ་དག་འོད་ཟེར་གྱི་གཤོག་ཐོགས་བཞིན་མཁའ་རུ་ལྡིང་དུས.|རོ་དྲུག་གི་ཡ་གྱལ་ཏེ་དོམ་མཁྲིས་ལྟ་བུའི་རྫས་གང་ཁར་རེག་པའི་ཚེ་ཁ་ཡི་དྲི་སྦྱང་ཞིང་ཡི་ག་མེད་པར་གྱུར་པའི་བྲོ་བ་ཞིག.|ལ་ལ་གཉིད་ལོག་འགའ་ཞིག་བློ་རྩེ་གཅིག་གིས་སློབ་ལ་འབད།།.|뭐.,u\0F00\u0F15-\u0F39\u0F3E-\u0FFF,Wikipedia article,Tibetan dictionary [TRM] [ENG] [TIB] [E],"Amdo Tibetan, Amdo, Dolpo, Khams, Khams Tibetan, Khamba, Gola, Humla, Limi, Lhasa, Lhasa Tibetan, Lhomi, Loke, Lowa, Mugom, Mugu, Mustang, Nubri, Panang, Shing Saapa, Thudam, Tichurong, Tseku, Ü, Dbus, Walungge",,Tibt,bo
Existing,Turkish,,"WordReference [TYPE]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [TUR] [E]
Tureng [TRM] [E]
Sesli Sözlük [TRM] [P]
Reverso context [TRM] [E]
Bab.la [TRM] [P]
Glosbe [TRM] [P]
Zargan [TRM] [E]
Lingea [TRM] [E]
Türkçe Sözlük [TYPE] [TUR] [E]
Türk Dil Kurumu Sözlükleri [TYPE] [TUR] [E]
Lugatim [TRM] [TUR] [E]
Sensagent TR-TR [TRM] [TUR] [E]
Tatoeba [TRM] [P]
Verbix [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Reverso [E]
Yandex [P]
Bing [E]",FALSE,Turkish,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|[À-Ö].|vb.|M.Ö.|Sh.|A.Ş.|T.C.|vs.|var.|Ş.|M.A.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑğĞıİöÖüÜşŞçÇ,,,,,Latn,tr
Existing,Ukrainian,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [UKR] [E]
Cybernova [TRM] [E]
Slovnyk.ua [TRM] [UKR] [E]
Glosbe [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Trex [TRM] [P]
Tatoeba [TRM] [P]
Verbix [FRM] [E]
Verbix noun [FRM] [E]
Tatoeba Sentences [TRM]","DeepL Translate [P]
Google Translate [P]
Reverso [E]
Promt [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,адм.|г.|год.|губ.|див.|ім.|кн.|обл.|од.|р-н.|с.|св.|ст.|т. ін.|т. с.|та ін.|тел.|у т. ч.|,А-Яа-яA-Za-zЁёҐґІіЇїЄєЇ́ї́О́о́',UDHR | Wikipedia article | News article | Book sample,,,,Cyrl,uk
Existing,Vietnamese,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [VIE] [E]
Vdict [TRM] [ENG] [E]
Dict.com [TRM] [ENG] [E]
Bab.la [TRM] [ENG] [P]
Glosbe [TRM] [ENG] [P]
Tratu.coviet [TRM] [ENG] [E]
Tratu.soha [TRM] [ENG] [E]
Vdict [TRM] [VIE] [E]
Tratu.coviet [TRM] [VIE] [E]
Tratu.soha [TRM] [VIE] [E]
Tracau [TRM] [ENG] [E]
Tatoeba [TRM] [ENG] [P]
Cooljugator [TRM] [ENG] [E]","Google Translate
Bing [E]
Yandex [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Ng.|BS.|Đ.|h.|Q.|q.|sg.|t.|T.|Th.,a-zA-ZÀ-ÖØ-öø-ȳĀ-ɏḀ-ỿọể',Wikipedia article | Book sample,"Uni-Leipzig [TRM] [ENG] [E]
Dictionary recommendations (Paper, App and Online)
Yomitan (Browser Extension)
Yomitan dictionaries","Annamese, Annamite",,"Latn, Hani",vi
Existing,Mandarin Chinese,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [ZHO] [E]
Han Dian [TRM]
MDBG [TRM]
Collins [TRM]
Bab.la [TRM]","DeepL [P]
Reverso [P]",FALSE,Mandarin,´='|`='|’='|‘='|...=…|..=‥,.!?。！？,,一-龥,UDHR (simplified) | Wikipedia (Mandarin) | Wikipedia (simplified) | Wikipedia (traditional),Yomitan | Yomichan Dictionaries,"Mandarin Chinese, Putonghua, Guoyu, Huayu, Guanhua, Beifanghua, Standard Chinese",,"Hants, Latn, Bopo",cmn
Existing,Nahuatl,,"Wiktionary [TRM] [ENG] [E]
Gran Diccionario Náhuatl [TRM] [SPA] [E]
Wired Humanities [TRM] [ENG] [P]
Wiktionary Varieties: (Central) (C. Huasteca Durango)
(E. Huasteca) (Tetelcingo) (Mecayapan) (W. Huasteca)
(N. Puebla) (Zacatlán-Ahuacatlán-Tepetzintla) (Guerrero)
(Morelos) (Ometepec) (Orizaba) (Highland Puebla)
(Temascaltepec) (Coatepec) [TRM] [ENG] [E]
Tatoeba [TRM] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|a.X.|A.C.|mes.|x.C.|ca.|km.|cm.|Inc.|etc.|mm.|pag.|Mr.|St.|kg.|Bo.|El.|In.|Ka.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑčλšñāēīōâêîôäëïöàʼ\U00015C00-\U00015FFF,UDHR | Sample text,https://aulex.org/nahuatl/,,,Latn,nah
Existing,Navajo,,"Wiktionary [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]
The Navaho Language [TRM] [ENG] [E]
Tatoeba [TRM] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|U.S.|N.N.C.|Apr.|B.I.A.|C.N.|D.W.,a-zA-ZÀ-ÖØ-öø-ȳáąą́éęę́íįį́óǫǫ́ʼ,Story (Wikipedia),https://digscholarship.unco.edu/cgi/viewcontent.cgi?article=1000&context=navajo,"Navaho, Diné bizaad",,Latn,nv
Existing,Kazakh,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [KAZ] [E]
Lugat [TRM] [KAZ & ENG] [E]
Glosbe [TRM] [ENG] [P]
Audaru [TRM] [E]
Freelang [TRM] [ENG] [E]
Tatoeba [TRM] [ENG] [P]
Verbix [FRM] [E]","Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|[u0400-\u04FF].|т.б.|ж.|қ.|с.ғ.с.|Б.|т.|б.|Қ.|Ә.|Ж.|ғ.|Д.|р.а.|с.ғ.с.|Н.Ә.|б.з.б.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ\u0400-\u04FF,UDHR (Cyrillic) | Wikipedia article (Cyrillic),,,,"Cyrl, Latn, kk-Arab",kk
Existing,Macedonian,,"Wiktionary [TRM] [ENG] [E]
Off.net [TRM[ [ENG] [E]
Time [TRM] [ENG] [P]
Glosbe [TRM] [ENG] [P]
Zoze [TRM] [ENG] [E]
Makedonkski [TRM] [MK] [E]
Drmj [TRM] [MK] [E]
Zoze [TRM] [MK] [E]
Tatoeba [TRM] [ENG] [P]
Verbix [FRM] [ENG] [E]
Cooljugator [FRM] [ENG] [E]","Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[\u0400-\u04FF].|т.е.|т.н.|п.н.е.|итн.|в.д.|год.|сл.|П.С.|А.С.|А.И.|З.З.|С.А.|А.Д.|А.Ф.|Б.П.,\u0400-\u04FF,UDHR | Wikipedia article,,,,"Cyrl, Grek",mk
Existing,Bosnian,,"Glosbe [TRM] [ENG] [P]
Rjecnik [TRM] [ENG] [E]
Lingvozone [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]
Rjecnik (1) [TRM] [ENG] [E]
Dict.cc [TRM] [ENG] [E]
Wiktionary [TRM] [BOS] [E]
Freelang [TRM] [ENG] [E]
Tatoeba [TRM] [ENG] [P]","Google Translate [P]
Bing [E]
Yandex [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|[u0400-\u04FF].|bh.|d.o.o.|prof.|d.d.|tj.|tzv.|v.d.|Bh.|npr.|dr.|Beograda.|br.|a.d.|dipl.|p.n.e.|god.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ\u0400-\u04ff,Bloom Library,,"BCS, Croato-Serbian, Serbocroatian, Bosnian, Croatian, Montenegrin, Serbian, Shtokavian",,"Latn, Cyrl, Glag",bos
Existing,Ainu,,"An Ainu-English-Japanese Dictionary [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]
Ainugo [TRM] [JPN] [ENG] [P]
A Topical Dictionary of Conversational Ainu [TRM] [ENG] [P]
Tatoeba [TRM] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥|ㇰ=ク|ｼ=シ|ㇲ=ス|ㇳ=ト|ㇴ=ヌ|ㇵ=ハ|ㇶ=ヒ|ㇷ=フ|ㇸ=ヘ|ㇹ=ホ|ﾑ=ㇺ|ﾗ=ㇻ|ﾘ=ㇼ|ﾙ=ㇽ|ﾚ=ㇾ|ﾛ=ㇿ|ｸ=ク|ﾌﾟ=プ,.!?。？！,[\u3040-\u309F]|[\u30A0-\u30FF]|[\u31F0-\u31FF]|[一-龥]|ㇷ゚|セ゚|ツ゚|ト゚,a-zA-Z\u3040-\u309F\u30A0-\u30FF\u31F0-\u31FF一-龥ㇷ゚セ゚ツ゚ト゚,Story 1 | Story 2 | Story 3,,Ainu (Japan),,"Kana, Latn, Cyrl",ain
Existing,Okinawan,,"Jlect [TRM] [ENG] [JPN] [E]
Wiktionary [TRM] [ENG] [E]
Hougen Ajima [TRM] [JPN] [E]
Tatoeba [TRM] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?。？！,[A-Z]|[\u3040-\u309F\u30A0-\u30FF]|[一-龥]|'|[À-Ö]|[Ø-ö]|ī|ū|ō|ē,\u3040-\u309F\u30A0-\u30FF一-龥a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'īūō,Example text (Wikipedia) | Sample text (Imabi),,,,Jpan,ryu
Initial,Acehnese,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Achinese, Atjehnese",,"Latn, ms-Arab",ace
Initial,Afar,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,Qafar,,"Latn, Ethi",aa
Initial,Akkadian,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,-,\U00012000-\U000123FF\U00012400-\U0001247F\U00012480-\U0001254F,Wikipedia - Cuneiform List of Signs,CAD,,,"Xsux, Latn",akk
Initial,Alemannic German,,"Wiktionary [TRM] [ENG] [E]
Idiotikon [TRM] [DEU] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia article 1 | Wikipedia article 2,,"Swiss German, Walser German, Walserdeutsch, Walser, Wallisertiitsch, Italian Walser, Pomattertitsch, Formazza, Kampel, Remmaljertittschu, Rimella, Chalchoufe, Titzschu, Alagna, Greschóneytitsch, Greschóney, Greschoney, Gressoney, Éischemtöitschu, Issime",,Latn,gsw
Initial,Ancient Greek,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,α-ωΑ-ΩάόήέώύίΊΏΈΉΌΆΎϊΪϋΫΐΰἀ-ῳἈ-ῼ´῾\u0308,Homer's Iliad,,"Classical Greek, Egyptian Ancient Greek",,"Polyt, Cprt",grc
Initial,Anindilyakwa,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Bible,,Enindhilyagwa,,Latn,aoi
Initial,Aragonese,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [ARG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,an
Initial,Aromanian,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [RUP] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÃãÂâȚțĂă,UDHR | Wikipedia article,,,,"Latn, Grek",rup
Initial,Arrernte / Arrarnta,,"Wiktionary (Eastern) [TRM] [ENG] [E]
Wiktionary (Western) [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Bible (Eastern) | Bible (Western),https://ausil.org.au/Dictionary/Western-Arrarnta/lexicon/index.htm,#N/A,,#N/A,#N/A
Initial,Assamese,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0980-\u09E3\u09F0\u09F0\u09F1\u09FD\u09FE,Wikipedia article 1 | Wikipedia article 2,,Asamiya,,as-Beng,as
Initial,Asturian,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [AST] [E]
Glosbe [TRM] [ENG] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑḤḶḥḷ',UDHR | Wikipedia article,,,,Latn,ast
Initial,Aymara,,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,"Southern Aymara, Central Aymara",,Latn,ay
Initial,Bambara,*,"Wiktionary [TRM] [ENG] [E]
An ka taa [TRM [ENG/FRA] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?߹,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'\u0620-\u065F\u0750-\u077F\u08A0-\u08FF\u07CA-\u07F3,UDHR | Wikipedia article (N'Ko),,Bamanankan,,Latn,bm
Initial,Bashkir,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?߹,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0400-\u04FF,Wikipedia article 1 | Wikipedia article 2,,,,Cyrl,ba
Initial,Bavarian,*,"Wiktionary [TRM] [ENG] [E]
Wikipedia [TRM] [BAR] [E]
Glosbe [TYPE] [ENG] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia article,,Austro-Bavarian,,Latn,bar
Initial,Beaver,,"First Voices [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑęąd̲z̲t̲s̱ḏẕǫ́’'ʼʔ\u1400-\u166D\u116F-\u167F,Story 1 | Story 2 | Story 3,,"Dane-zaa, Danezaa, Danezaa ZaageɁ",,Latn,bea
Initial,Bhojpuri,*,Glosbe [TRM] [ENG] [P],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?।।॥,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0900-\u0963\u0970-\u097F,Wikipedia article,,,,"Deva, Kthi",bho
Initial,Biblical Hebrew,,"Wiktionary [TRM] [ENG] [E]
AlHaTorah [TRM] [ENG] [E]",-,TRUE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥|'=ʼ,׃‎,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u05B0-\u05BF\u05D0-\u05EA\u05C1\u05C2\u05C7,Torah,,#N/A,,#N/A,#N/A
Initial,Bikol Central,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,"Central Bikol, Bikol",,"Latn, Tglg",bcl
Initial,Bislama,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,,,Latn,bi
Initial,Blackfoot,,"Blackfoot Dictionary [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]
Freelang [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑʼ\u1401-\u1665\u166F-\u167F,Sample text (Latin and Syllabics) | Excerpt (Latin),Vocabulary list,"Siksika, Blackfeet",,"Latn, Cans",bla
Initial,Carrier,,"Wiktionary [TRM] [ENG] [E]
First voices (Southern) [TRM] [ENG] [E]
First voices (Nadhel-Stella Whut'enne) [TRM] [ENG] [E]
First voices (Nak'azdli) [TRM] [ENG] [E]
First voices (Tz'azt'en-ne Bughuni) [TRM] [ENG] [E]
First voices (Saik'uz Dakelh) [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑs̲z̲t̲d̲'\u1400-\u166D\u116F-\u167F,,,,,"Latn, Cans",crx
Initial,Cebuano,*,"Bohol [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-Z\u1700-\u171F,UDHR | News article,,,,"Latn, Tglg",ceb
Initial,Central Kurdish,,"Wiktionary [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]",Google Translate,TRUE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0600-\u06FF\u0750-\u077F\uFB50-\uFDFF\u200C,UDHR | Wikipedia article,,Sorani,,ku-Arab,ckb
Initial,Chamorro,,"Diksionåriu [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,Chamoru,,Latn,ch
Initial,Cherokee,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [CHR] [E]
Cherokee Dictionary [TYPE] [E]
Glosbe [TRM] [P]
Manataka American Indian Council [TYPE] [P]
Your Grandmother's Cherokee [P]
Cherokee Language Resources [P]",,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,",.!?",Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u13A0-\u13FF\uAB70-\uABBF,UDHR | Wikipedia article,,"Tsalagi, Lower Cherokee, Middle Cherokee, Kituwah, Kituhwa, Eastern Cherokee, Overhill Cherokee, Otali, Western Cherokee",,Cher,chr
Initial,Chibcha,,"Muysc Cubun [TRM] [SPA] [E]
Muysc Cubun (Advanced Search) [TRM] [SPA] [E]
Wiktionary [TRM] [ENG] [E]
IDS [TRM] [ENG] [E]
Lexibank [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑïʠ,All sample texts sources,,,,,chb
Initial,Chichewa,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Chicheŵa, Chinyanja, Nyanja, Chewa, Cicewa, Cewa, Cinyanja",,Latn,ny
Initial,Chickasaw,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,,,Latn,cic
Initial,Classical Tibetan,,"Tibetan-English Dictionary [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0F40-\u0FDA,Sample texts,,,,"Tibt, Hani, Marc, Mong, mnc-Mong, xwo-Mong, Phag, Tang, Zanb",xct
Initial,Cornish,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [COR] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia article | Bible,,,,Latn,kw
Initial,Corsican,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,Corsu,,Latn,co
Initial,Cree,,"Creedictionary (Roman) [TRM] [ENG] [E]
Creedictionary (Syllabics) [TRM] [ENG] [E]
Intwewina (Plains) [TRM] [ENG] [P]
Moosecree.ca (Moose) [TRM] [ENG] [E]
Wiktionary varieties: (General) (Plains) (N. East)",,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u1400-\u166D\u116F-\u167Fa-zA-ZēĒōŌāĀīĪšŠâÂêÊîÎôÔðÐýÝñÑ',"Sample 1 (A) (B) + Book sample 1 (Plains) | Sample 2 (Woods) (A) (B)

Sample 3 (Swampy) | Sample 4 (Moose) | Sample 5 (Atikamekw)

Sample 6 (East)","(Plains) https://dictionary.plainscree.atlas-ling.ca/#/help
(W. Swampy) https://fortsevern.atlas-ling.ca/
(Atikamekw) [FRA] https://dictionnaire.langueatikamekw.ca/#/results
(Atikamekw) [FRM] [FRA] https://verbes.atikamekw.atlas-ling.ca/
(Eastern) https://dictionary.eastcree.org/",,,"Cans, Latn",cr
Initial,Dakota,*,"Wiktionary [TRM] [ENG] [E]
A Dakota-English dictionary (archive.org) [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑŋČčǦǧȞȟŠšŽžḳḣc̄p̄ṗṡc̀s̀',Sample,"https://dictionary.swodli.com/index.html
https://www.native-languages.org/dakota.htm",,,Latn,dak
Initial,Dhivehi,,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0780-\u07B1,UDHR | Wikipedia article,,"Divehi, Maldivian, Mahal, Mahl",,"Thaa, Diak",dv
Initial,Ditidaht,,"First Voices [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑʔʕƛ̓x̣ʷ,Sample 1 | Sample 2,,Diitidaht,Andika,Latn,dtd
Initial,Dyula,*,"Wiktionary [TRM] [ENG] [E]
An ka taa [TRM] [ENG/FRA] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,,,Latn,dyu
